Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
Mar 2024,NGA,0,Kogi,Ankpa,2024-03-01,2024-05-31,370079,51811,0.14,188740,0.51,129527,0.35,51811,0.14,0,0,0,0,2024-06-01,2024-08-31,370079,85117,0.23,148031,0.4,136929,0.37,77716,0.21,7401,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Bassa,2024-03-01,2024-05-31,194258,27196,0.14,99071,0.51,67990,0.35,27196,0.14,0,0,0,0,2024-06-01,2024-08-31,194258,44679,0.23,77703,0.4,71875,0.37,40794,0.21,3885,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Dekina,2024-03-01,2024-05-31,362869,50801,0.14,185063,0.51,127004,0.35,50801,0.14,0,0,0,0,2024-06-01,2024-08-31,362869,83459,0.23,145147,0.4,134261,0.37,76202,0.21,7257,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Ibaji,2024-03-01,2024-05-31,177366,24831,0.14,90456,0.51,62078,0.35,24831,0.14,0,0,0,0,2024-06-01,2024-08-31,177366,40793,0.23,70946,0.4,65625,0.37,37246,0.21,3547,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Idah,2024-03-01,2024-05-31,110931,15530,0.14,56574,0.51,38825,0.35,15530,0.14,0,0,0,0,2024-06-01,2024-08-31,110931,25513,0.23,44372,0.4,41044,0.37,23295,0.21,2218,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Igalamela-odolu,2024-03-01,2024-05-31,177366,24831,0.14,90456,0.51,62078,0.35,24831,0.14,0,0,0,0,2024-06-01,2024-08-31,177366,40793,0.23,70946,0.4,65625,0.37,37246,0.21,3547,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Ijumu,2024-03-01,2024-05-31,164903,18139,0.11,97292,0.59,49470,0.3,18139,0.11,0,0,0,0,2024-06-01,2024-08-31,164903,23086,0.14,87398,0.53,54417,0.33,23086,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Kabba/bunu,2024-03-01,2024-05-31,201056,22116,0.11,118623,0.59,60316,0.3,22116,0.11,0,0,0,0,2024-06-01,2024-08-31,201056,28147,0.14,106559,0.53,66348,0.33,28147,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Kogi,2024-03-01,2024-05-31,160062,17606,0.11,94436,0.59,48018,0.3,17606,0.11,0,0,0,0,2024-06-01,2024-08-31,160062,22408,0.14,84832,0.53,52820,0.33,22408,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Lokoja,2024-03-01,2024-05-31,273362,30069,0.11,161283,0.59,82008,0.3,30069,0.11,0,0,0,0,2024-06-01,2024-08-31,273362,38270,0.14,144881,0.53,90209,0.33,38270,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Mopa-muro,2024-03-01,2024-05-31,91773,10095,0.11,54146,0.59,27531,0.3,10095,0.11,0,0,0,0,2024-06-01,2024-08-31,91773,12848,0.14,48639,0.53,30285,0.33,12848,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Ofu,2024-03-01,2024-05-31,266255,37275,0.14,135790,0.51,93189,0.35,37275,0.14,0,0,0,0,2024-06-01,2024-08-31,266255,61238,0.23,106502,0.4,98514,0.37,55913,0.21,5325,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Ogori/magongo,2024-03-01,2024-05-31,55311,8296,0.15,28208,0.51,18805,0.34,8296,0.15,0,0,0,0,2024-06-01,2024-08-31,55311,9402,0.17,25996,0.47,19911,0.36,9402,0.17,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Okehi,2024-03-01,2024-05-31,310854,46628,0.15,158535,0.51,105690,0.34,46628,0.15,0,0,0,0,2024-06-01,2024-08-31,310854,52845,0.17,146101,0.47,111907,0.36,52845,0.17,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Okene,2024-03-01,2024-05-31,452685,67902,0.15,230869,0.51,153912,0.34,67902,0.15,0,0,0,0,2024-06-01,2024-08-31,452685,76956,0.17,212761,0.47,162966,0.36,76956,0.17,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Olamabolo,2024-03-01,2024-05-31,220317,30844,0.14,112361,0.51,77110,0.35,30844,0.14,0,0,0,0,2024-06-01,2024-08-31,220317,50672,0.23,88126,0.4,81517,0.37,46266,0.21,4406,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Omala,2024-03-01,2024-05-31,204455,28623,0.14,104272,0.51,71559,0.35,28623,0.14,0,0,0,0,2024-06-01,2024-08-31,204455,47024,0.23,81782,0.4,75648,0.37,42935,0.21,4089,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Yagba east,2024-03-01,2024-05-31,205279,22580,0.11,121114,0.59,61583,0.3,22580,0.11,0,0,0,0,2024-06-01,2024-08-31,205279,28739,0.14,108798,0.53,67742,0.33,28739,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kogi,Yagba west,2024-03-01,2024-05-31,194567,21402,0.11,114794,0.59,58370,0.3,21402,0.11,0,0,0,0,2024-06-01,2024-08-31,194567,27239,0.14,103121,0.53,64207,0.33,27239,0.14,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Ado,2024-03-01,2024-05-31,316272,41115,0.13,154973,0.49,120183,0.38,41115,0.13,0,0,0,0,2024-06-01,2024-08-31,316272,50603,0.16,123346,0.39,142322,0.45,50603,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Agatu,2024-03-01,2024-05-31,198278,25776,0.13,97156,0.49,75345,0.38,25776,0.13,0,0,0,0,2024-06-01,2024-08-31,198278,31724,0.16,77328,0.39,89225,0.45,31724,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Apa,2024-03-01,2024-05-31,166002,21580,0.13,81340,0.49,63080,0.38,21580,0.13,0,0,0,0,2024-06-01,2024-08-31,166002,26560,0.16,64740,0.39,74700,0.45,26560,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Buruku,2024-03-01,2024-05-31,353710,45982,0.13,180392,0.51,127335,0.36,45982,0.13,0,0,0,0,2024-06-01,2024-08-31,353710,53056,0.15,155632,0.44,145021,0.41,53056,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Gboko,2024-03-01,2024-05-31,619762,80569,0.13,316078,0.51,223114,0.36,80569,0.13,0,0,0,0,2024-06-01,2024-08-31,619762,92964,0.15,272695,0.44,254102,0.41,92964,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Guma,2024-03-01,2024-05-31,333040,43295,0.13,169850,0.51,119894,0.36,43295,0.13,0,0,0,0,2024-06-01,2024-08-31,333040,49956,0.15,146537,0.44,136546,0.41,49956,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Gwer east,2024-03-01,2024-05-31,289294,37608,0.13,147539,0.51,104145,0.36,37608,0.13,0,0,0,0,2024-06-01,2024-08-31,289294,43394,0.15,127289,0.44,118610,0.41,43394,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Gwer west,2024-03-01,2024-05-31,209797,27273,0.13,106996,0.51,75527,0.36,27273,0.13,0,0,0,0,2024-06-01,2024-08-31,209797,31469,0.15,92310,0.44,86017,0.41,31469,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Katsina-ala,2024-03-01,2024-05-31,386739,54143,0.14,193369,0.5,139226,0.36,54143,0.14,0,0,0,0,2024-06-01,2024-08-31,386739,81214,0.21,158563,0.41,146960,0.38,77347,0.2,3867,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Konshisha,2024-03-01,2024-05-31,388490,54388,0.14,194245,0.5,139856,0.36,54388,0.14,0,0,0,0,2024-06-01,2024-08-31,388490,81582,0.21,159281,0.41,147626,0.38,77698,0.2,3884,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Kwande,2024-03-01,2024-05-31,426482,59707,0.14,213241,0.5,153533,0.36,59707,0.14,0,0,0,0,2024-06-01,2024-08-31,426482,89560,0.21,174857,0.41,162063,0.38,85296,0.2,4264,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Logo,2024-03-01,2024-05-31,290854,40719,0.14,145427,0.5,104707,0.36,40719,0.14,0,0,0,0,2024-06-01,2024-08-31,290854,61078,0.21,119250,0.41,110524,0.38,58170,0.2,2908,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Makurdi,2024-03-01,2024-05-31,515221,66978,0.13,262762,0.51,185479,0.36,66978,0.13,0,0,0,0,2024-06-01,2024-08-31,515221,77283,0.15,226697,0.44,211240,0.41,77283,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Obi,2024-03-01,2024-05-31,169307,22009,0.13,82960,0.49,64336,0.38,22009,0.13,0,0,0,0,2024-06-01,2024-08-31,169307,27089,0.16,66029,0.39,76188,0.45,27089,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Ogbadibo,2024-03-01,2024-05-31,224676,29208,0.13,110091,0.49,85377,0.38,29208,0.13,0,0,0,0,2024-06-01,2024-08-31,224676,35948,0.16,87624,0.39,101104,0.45,35948,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Ohimini,2024-03-01,2024-05-31,121247,15762,0.13,59411,0.49,46074,0.38,15762,0.13,0,0,0,0,2024-06-01,2024-08-31,121247,19399,0.16,47286,0.39,54561,0.45,19399,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Oju,2024-03-01,2024-05-31,289004,37570,0.13,141612,0.49,109821,0.38,37570,0.13,0,0,0,0,2024-06-01,2024-08-31,289004,46240,0.16,112711,0.39,130052,0.45,46240,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Okpokwu,2024-03-01,2024-05-31,301190,39154,0.13,147583,0.49,114452,0.38,39154,0.13,0,0,0,0,2024-06-01,2024-08-31,301190,48190,0.16,117464,0.39,135535,0.45,48190,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Oturkpo,2024-03-01,2024-05-31,456961,59405,0.13,223911,0.49,173645,0.38,59405,0.13,0,0,0,0,2024-06-01,2024-08-31,456961,73113,0.16,178215,0.39,205632,0.45,73113,0.16,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Tarka,2024-03-01,2024-05-31,135984,17678,0.13,69352,0.51,48954,0.36,17678,0.13,0,0,0,0,2024-06-01,2024-08-31,135985,20398,0.15,59833,0.44,55754,0.41,20398,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Ukum,2024-03-01,2024-05-31,372180,52105,0.14,186090,0.5,133984,0.36,52105,0.14,0,0,0,0,2024-06-01,2024-08-31,372180,78157,0.21,152594,0.41,141428,0.38,74436,0.2,3721,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Ushongo,2024-03-01,2024-05-31,329216,46090,0.14,164608,0.5,118518,0.36,46090,0.14,0,0,0,0,2024-06-01,2024-08-31,329216,69135,0.21,134979,0.41,125102,0.38,65843,0.2,3292,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Benue,Vandeikya,2024-03-01,2024-05-31,402340,56327,0.14,201170,0.5,144842,0.36,56327,0.14,0,0,0,0,2024-06-01,2024-08-31,402341,84491,0.21,164960,0.41,152889,0.38,80468,0.2,4023,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Agaie,2024-03-01,2024-05-31,233298,25662,0.11,128313,0.55,79321,0.34,25662,0.11,0,0,0,0,2024-06-01,2024-08-31,233298,32660,0.14,107317,0.46,93319,0.4,30328,0.13,2332,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Agwara,2024-03-01,2024-05-31,101183,14165,0.14,49579,0.49,37437,0.37,14165,0.14,0,0,0,0,2024-06-01,2024-08-31,101183,17200,0.17,38449,0.38,45532,0.45,16189,0.16,1011,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Bida,2024-03-01,2024-05-31,327708,36047,0.11,180239,0.55,111420,0.34,36047,0.11,0,0,0,0,2024-06-01,2024-08-31,327708,45879,0.14,150745,0.46,131083,0.4,42602,0.13,3277,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Borgu,2024-03-01,2024-05-31,305245,42734,0.14,149570,0.49,112940,0.37,42734,0.14,0,0,0,0,2024-06-01,2024-08-31,305245,51891,0.17,115993,0.38,137360,0.45,48839,0.16,3052,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Bosso,2024-03-01,2024-05-31,261631,44477,0.17,115117,0.44,102036,0.39,44477,0.17,0,0,0,0,2024-06-01,2024-08-31,261631,62790,0.24,81105,0.31,117733,0.45,57558,0.22,5232,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Chanchaga,2024-03-01,2024-05-31,362252,61582,0.17,159390,0.44,141278,0.39,61582,0.17,0,0,0,0,2024-06-01,2024-08-31,362252,86940,0.24,112298,0.31,163013,0.45,79695,0.22,7245,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Edati,2024-03-01,2024-05-31,282253,31047,0.11,155239,0.55,95966,0.34,31047,0.11,0,0,0,0,2024-06-01,2024-08-31,282253,39514,0.14,129836,0.46,112901,0.4,36692,0.13,2822,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Gbako,2024-03-01,2024-05-31,224022,24642,0.11,123212,0.55,76167,0.34,24642,0.11,0,0,0,0,2024-06-01,2024-08-31,224022,31362,0.14,103050,0.46,89608,0.4,29122,0.13,2240,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Gurara,2024-03-01,2024-05-31,162209,27575,0.17,71371,0.44,63261,0.39,27575,0.17,0,0,0,0,2024-06-01,2024-08-31,162209,38929,0.24,50284,0.31,72994,0.45,35685,0.22,3244,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Katcha,2024-03-01,2024-05-31,213457,23480,0.11,117401,0.55,72575,0.34,23480,0.11,0,0,0,0,2024-06-01,2024-08-31,213457,29883,0.14,98190,0.46,85382,0.4,27749,0.13,2134,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Kontagora,2024-03-01,2024-05-31,274781,38469,0.14,134642,0.49,101668,0.37,38469,0.14,0,0,0,0,2024-06-01,2024-08-31,274781,46711,0.17,104416,0.38,123651,0.45,43964,0.16,2747,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Lapai,2024-03-01,2024-05-31,203190,22350,0.11,111754,0.55,69084,0.34,22350,0.11,0,0,0,0,2024-06-01,2024-08-31,203190,28445,0.14,93467,0.46,81276,0.4,26414,0.13,2031,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Lavun,2024-03-01,2024-05-31,370629,40769,0.11,203845,0.55,126013,0.34,40769,0.11,0,0,0,0,2024-06-01,2024-08-31,370629,51887,0.14,170489,0.46,148251,0.4,48181,0.13,3706,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Magama,2024-03-01,2024-05-31,320498,44869,0.14,157044,0.49,118584,0.37,44869,0.14,0,0,0,0,2024-06-01,2024-08-31,320498,54483,0.17,121789,0.38,144224,0.45,51279,0.16,3204,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Mariga,2024-03-01,2024-05-31,352518,49352,0.14,172733,0.49,130431,0.37,49352,0.14,0,0,0,0,2024-06-01,2024-08-31,352518,59927,0.17,133956,0.38,158633,0.45,56402,0.16,3525,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Mashegu,2024-03-01,2024-05-31,380062,53208,0.14,186230,0.49,140622,0.37,53208,0.14,0,0,0,0,2024-06-01,2024-08-31,380062,64609,0.17,144423,0.38,171027,0.45,60809,0.16,3800,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Mokwa,2024-03-01,2024-05-31,425368,46790,0.11,233952,0.55,144625,0.34,46790,0.11,0,0,0,0,2024-06-01,2024-08-31,425368,59550,0.14,195669,0.46,170147,0.4,55297,0.13,4253,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Munya,2024-03-01,2024-05-31,182723,31062,0.17,80398,0.44,71261,0.39,31062,0.17,0,0,0,0,2024-06-01,2024-08-31,182723,43853,0.24,56644,0.31,82225,0.45,40199,0.22,3654,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Paikoro,2024-03-01,2024-05-31,279393,47496,0.17,122932,0.44,108963,0.39,47496,0.17,0,0,0,0,2024-06-01,2024-08-31,279393,67053,0.24,86611,0.31,125726,0.45,61466,0.22,5587,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Rafi,2024-03-01,2024-05-31,324841,55222,0.17,142930,0.44,126687,0.39,55222,0.17,0,0,0,0,2024-06-01,2024-08-31,324841,77962,0.24,100701,0.31,146178,0.45,71465,0.22,6497,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Rijau,2024-03-01,2024-05-31,311339,43587,0.14,152556,0.49,115195,0.37,43587,0.14,0,0,0,0,2024-06-01,2024-08-31,311339,52927,0.17,118309,0.38,140103,0.45,49814,0.16,3113,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Shiroro,2024-03-01,2024-05-31,416211,70755,0.17,183132,0.44,162322,0.39,70755,0.17,0,0,0,0,2024-06-01,2024-08-31,416211,99890,0.24,129025,0.31,187295,0.45,91566,0.22,8324,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Suleja,2024-03-01,2024-05-31,379846,64573,0.17,167132,0.44,148139,0.39,64573,0.17,0,0,0,0,2024-06-01,2024-08-31,379846,91163,0.24,117752,0.31,170931,0.45,83566,0.22,7597,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Tafa,2024-03-01,2024-05-31,146908,24974,0.17,64639,0.44,57294,0.39,24974,0.17,0,0,0,0,2024-06-01,2024-08-31,146908,35258,0.24,45541,0.31,66109,0.45,32320,0.22,2938,0.02,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Niger,Wushishi,2024-03-01,2024-05-31,144387,20214,0.14,70749,0.49,53423,0.37,20214,0.14,0,0,0,0,2024-06-01,2024-08-31,144387,24546,0.17,54867,0.38,64974,0.45,23102,0.16,1444,0.01,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Agege,2024-03-01,2024-05-31,1821217,145697,0.08,855972,0.47,819547,0.45,145697,0.08,0,0,0,0,2024-06-01,2024-08-31,1821217,163909,0.09,746699,0.41,910608,0.5,163909,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ajeromi-ifelodun,2024-03-01,2024-05-31,2530321,202425,0.08,1189251,0.47,1138644,0.45,202425,0.08,0,0,0,0,2024-06-01,2024-08-31,2530321,227728,0.09,1037431,0.41,1265160,0.5,227728,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Alimosho,2024-03-01,2024-05-31,3608759,288700,0.08,1696116,0.47,1623941,0.45,288700,0.08,0,0,0,0,2024-06-01,2024-08-31,3608759,324788,0.09,1479591,0.41,1804379,0.5,324788,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Amuwo-odofin,2024-03-01,2024-05-31,925486,74038,0.08,434978,0.47,416468,0.45,74038,0.08,0,0,0,0,2024-06-01,2024-08-31,925486,83293,0.09,379449,0.41,462743,0.5,83293,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Apapa,2024-03-01,2024-05-31,920925,82883,0.09,331533,0.36,506508,0.55,82883,0.09,0,0,0,0,2024-06-01,2024-08-31,920925,92092,0.1,276277,0.3,552555,0.6,92092,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Badagry,2024-03-01,2024-05-31,670652,53652,0.08,315206,0.47,301793,0.45,53652,0.08,0,0,0,0,2024-06-01,2024-08-31,670652,60358,0.09,274967,0.41,335326,0.5,60358,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Epe,2024-03-01,2024-05-31,570543,45643,0.08,296682,0.52,228217,0.4,45643,0.08,0,0,0,0,2024-06-01,2024-08-31,570543,57054,0.1,262450,0.46,251039,0.44,57054,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Eti-osa,2024-03-01,2024-05-31,1733866,156047,0.09,624191,0.36,953626,0.55,156047,0.09,0,0,0,0,2024-06-01,2024-08-31,1733866,173386,0.1,520159,0.3,1040319,0.6,173386,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ibeju/lekki,2024-03-01,2024-05-31,175482,14038,0.08,91250,0.52,70192,0.4,14038,0.08,0,0,0,0,2024-06-01,2024-08-31,175482,17548,0.1,80721,0.46,77212,0.44,17548,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ifako-ijaye,2024-03-01,2024-05-31,1312187,104975,0.08,616728,0.47,590484,0.45,104975,0.08,0,0,0,0,2024-06-01,2024-08-31,1312187,118096,0.09,537997,0.41,656093,0.5,118096,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ikeja,2024-03-01,2024-05-31,1143646,91491,0.08,537514,0.47,514641,0.45,91491,0.08,0,0,0,0,2024-06-01,2024-08-31,1143646,102928,0.09,468895,0.41,571823,0.5,102928,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ikorodu,2024-03-01,2024-05-31,1214736,97178,0.08,631663,0.52,485894,0.4,97178,0.08,0,0,0,0,2024-06-01,2024-08-31,1214736,121473,0.1,558779,0.46,534484,0.44,121473,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Kosofe,2024-03-01,2024-05-31,1647656,131812,0.08,856781,0.52,659062,0.4,131812,0.08,0,0,0,0,2024-06-01,2024-08-31,1647656,164765,0.1,757921,0.46,724968,0.44,164765,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Lagos island,2024-03-01,2024-05-31,1515851,136426,0.09,545706,0.36,833718,0.55,136426,0.09,0,0,0,0,2024-06-01,2024-08-31,1515851,151585,0.1,454755,0.3,909510,0.6,151585,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Lagos mainland,2024-03-01,2024-05-31,1109708,99873,0.09,399494,0.36,610339,0.55,99873,0.09,0,0,0,0,2024-06-01,2024-08-31,1109708,110970,0.1,332912,0.3,665824,0.6,110970,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Mushin,2024-03-01,2024-05-31,2329739,186379,0.08,1094977,0.47,1048382,0.45,186379,0.08,0,0,0,0,2024-06-01,2024-08-31,2329739,209676,0.09,955193,0.41,1164869,0.5,209676,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Ojo,2024-03-01,2024-05-31,1659836,132786,0.08,780123,0.47,746926,0.45,132786,0.08,0,0,0,0,2024-06-01,2024-08-31,1659836,149385,0.09,680532,0.41,829918,0.5,149385,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Oshodi-isolo,2024-03-01,2024-05-31,2000126,160010,0.08,940059,0.47,900056,0.45,160010,0.08,0,0,0,0,2024-06-01,2024-08-31,2000126,180011,0.09,820051,0.41,1000063,0.5,180011,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Shomolu,2024-03-01,2024-05-31,1807218,144577,0.08,939753,0.52,722887,0.4,144577,0.08,0,0,0,0,2024-06-01,2024-08-31,1807218,180722,0.1,831320,0.46,795176,0.44,180722,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Lagos,Surulere,2024-03-01,2024-05-31,2246608,202194,0.09,808778,0.36,1235634,0.55,202194,0.09,0,0,0,0,2024-06-01,2024-08-31,2246608,224661,0.1,673982,0.3,1347965,0.6,224661,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kano,Ajingi,2024-03-01,2024-05-31,302339,18140,0.06,163263,0.54,120935,0.4,18140,0.06,0,0,0,0,2024-06-01,2024-08-31,302339,24187,0.08,148146,0.49,130005,0.43,24187,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kano,Albasu,2024-03-01,2024-05-31,328664,19719,0.06,177478,0.54,131465,0.4,19719,0.06,0,0,0,0,2024-06-01,2024-08-31,328664,26293,0.08,161045,0.49,141325,0.43,26293,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kano,Bagwai,2024-03-01,2024-05-31,282937,31123,0.11,121663,0.43,130151,0.46,31123,0.11,0,0,0,0,2024-06-01,2024-08-31,282937,36781,0.13,110345,0.39,135810,0.48,36781,0.13,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kano,Bebeji,2024-03-01,2024-05-31,336156,20169,0.06,181524,0.54,134462,0.4,20169,0.06,0,0,0,0,2024-06-01,2024-08-31,336156,26892,0.08,164716,0.49,144547,0.43,26892,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2024,NGA,0,Kano,Bichi,2024-03-01,2024-05-31,487480,53622,0.11,209616,0.43,224240,0.46,53622,0.11,0,0,0,0,2024-06-01,2024-08-31,487480,63372,0.13,190117,0.39,233990,0.48,63372,0.13,0,0,0,0,,,,,,,,,,,,,,,
