Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
Sep 2025,NGA,242431832,Federal Capital Territory,Abaji,2025-10-01,2025-12-31,741631,88996,0.12,341150,0.46,311485,0.42,88996,0.12,0,0,0,0,2026-06-01,2026-08-31,741631,103828,0.14,237322,0.32,400481,0.54,103828,0.14,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Federal Capital Territory,Abuja municipal,2025-10-01,2025-12-31,2120972,190887,0.09,975647,0.46,954437,0.45,190887,0.09,0,0,0,0,2026-06-01,2026-08-31,2120972,254517,0.12,763550,0.36,1102905,0.52,254517,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Federal Capital Territory,Bwari,2025-10-01,2025-12-31,1009711,131262,0.13,353399,0.35,525050,0.52,131262,0.13,0,0,0,0,2026-06-01,2026-08-31,1009711,151457,0.15,282719,0.28,575535,0.57,151457,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Federal Capital Territory,Gwagwalada,2025-10-01,2025-12-31,1010726,141502,0.14,333540,0.33,535685,0.53,141502,0.14,0,0,0,0,2026-06-01,2026-08-31,1010726,161716,0.16,242574,0.24,606436,0.6,161716,0.16,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Federal Capital Territory,Kuje,2025-10-01,2025-12-31,884139,106097,0.12,274083,0.31,503959,0.57,106097,0.12,0,0,0,0,2026-06-01,2026-08-31,884139,132621,0.15,212193,0.24,539325,0.61,132621,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Federal Capital Territory,Kwali,2025-10-01,2025-12-31,746478,97042,0.13,231408,0.31,418028,0.56,97042,0.13,0,0,0,0,2026-06-01,2026-08-31,746478,119436,0.16,156760,0.21,470281,0.63,119436,0.16,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Abak,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Eastern obolo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Eket,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Esit - eket,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Essien udim,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Etim ekpo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Etinan,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ibeno,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ibesikpo asutan,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ibiono ibom,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ika,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ikono,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ikot abasi,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ikot ekpene,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ini,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Itu,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Mbo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Mkpat enin,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Nsit atai,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Nsit ibom,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Nsit ubium,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Obot akara,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Okobo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Onna,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Oron,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Oruk anam,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Udung uko,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Ukanafun,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Uruan,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Urue-offong/oruko,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Akwa Ibom,Uyo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Abakaliki,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Afikpo north,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Afikpo south,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ebonyi,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ezza north,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ezza south,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ikwo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ishielu,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ivo,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Izzi,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ohaozara,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Ohaukwu,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ebonyi,Onicha,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Aba north,2025-10-01,2025-12-31,212416,21242,0.1,144443,0.68,46731,0.22,21242,0.1,0,0,0,0,2026-06-01,2026-08-31,212416,27614,0.13,127449,0.6,57352,0.27,27614,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Aba south,2025-10-01,2025-12-31,835633,83563,0.1,568231,0.68,183839,0.22,83563,0.1,0,0,0,0,2026-06-01,2026-08-31,835633,108632,0.13,501380,0.6,225621,0.27,108632,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Arochukwu,2025-10-01,2025-12-31,336358,50454,0.15,195088,0.58,90817,0.27,50454,0.15,0,0,0,0,2026-06-01,2026-08-31,336358,63908,0.19,164816,0.49,107635,0.32,63908,0.19,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Bende,2025-10-01,2025-12-31,379647,56947,0.15,220195,0.58,102505,0.27,56947,0.15,0,0,0,0,2026-06-01,2026-08-31,379647,72133,0.19,186027,0.49,121487,0.32,72133,0.19,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Ikwuano,2025-10-01,2025-12-31,272699,32724,0.12,171801,0.63,68175,0.25,32724,0.12,0,0,0,0,2026-06-01,2026-08-31,272699,40905,0.15,149985,0.55,81810,0.3,40905,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Isiala-ngwa north,2025-10-01,2025-12-31,303807,36457,0.12,191398,0.63,75952,0.25,36457,0.12,0,0,0,0,2026-06-01,2026-08-31,303807,45571,0.15,167094,0.55,91142,0.3,45571,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Isiala-ngwa south,2025-10-01,2025-12-31,266314,31958,0.12,167778,0.63,66578,0.25,31958,0.12,0,0,0,0,2026-06-01,2026-08-31,266314,39947,0.15,146473,0.55,79894,0.3,39947,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Isiukwuato,2025-10-01,2025-12-31,226158,33924,0.15,131172,0.58,61063,0.27,33924,0.15,0,0,0,0,2026-06-01,2026-08-31,226158,42970,0.19,110818,0.49,72371,0.32,42970,0.19,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Obi ngwa,2025-10-01,2025-12-31,358557,35856,0.1,243818,0.68,78882,0.22,35856,0.1,0,0,0,0,2026-06-01,2026-08-31,358557,46612,0.13,215134,0.6,96810,0.27,46612,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Ohafia,2025-10-01,2025-12-31,484449,72667,0.15,280980,0.58,130801,0.27,72667,0.15,0,0,0,0,2026-06-01,2026-08-31,484449,92045,0.19,237380,0.49,155024,0.32,92045,0.19,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Osisioma ngwa,2025-10-01,2025-12-31,434033,52084,0.12,273441,0.63,108508,0.25,52084,0.12,0,0,0,0,2026-06-01,2026-08-31,434033,65105,0.15,238718,0.55,130210,0.3,65105,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Ugwunagbo,2025-10-01,2025-12-31,163268,16327,0.1,111023,0.68,35919,0.22,16327,0.1,0,0,0,0,2026-06-01,2026-08-31,163268,21225,0.13,97961,0.6,44082,0.27,21225,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Ukwa east,2025-10-01,2025-12-31,116328,11633,0.1,79103,0.68,25592,0.22,11633,0.1,0,0,0,0,2026-06-01,2026-08-31,116328,15123,0.13,69797,0.6,31408,0.27,15123,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Ukwa west,2025-10-01,2025-12-31,175001,17500,0.1,119000,0.68,38500,0.22,17500,0.1,0,0,0,0,2026-06-01,2026-08-31,175001,22750,0.13,105000,0.6,47250,0.27,22750,0.13,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Umuahia north,2025-10-01,2025-12-31,436064,52328,0.12,274721,0.63,109016,0.25,52328,0.12,0,0,0,0,2026-06-01,2026-08-31,436064,65410,0.15,239835,0.55,130819,0.3,65410,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Umuahia south,2025-10-01,2025-12-31,273840,32861,0.12,172519,0.63,68460,0.25,32861,0.12,0,0,0,0,2026-06-01,2026-08-31,273840,41076,0.15,150612,0.55,82152,0.3,41076,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Abia,Umu-nneochi,2025-10-01,2025-12-31,323951,48593,0.15,187892,0.58,87467,0.27,48593,0.15,0,0,0,0,2026-06-01,2026-08-31,323951,61551,0.19,158736,0.49,103664,0.32,61551,0.19,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Abeokuta north,2025-10-01,2025-12-31,467640,32735,0.07,303966,0.65,130939,0.28,32735,0.07,0,0,0,0,2026-06-01,2026-08-31,467640,46764,0.1,257202,0.55,163674,0.35,46764,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Abeokuta south,2025-10-01,2025-12-31,588793,41216,0.07,382715,0.65,164862,0.28,41216,0.07,0,0,0,0,2026-06-01,2026-08-31,588793,58879,0.1,323836,0.55,206078,0.35,58879,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ado-odo/ota,2025-10-01,2025-12-31,1240282,111625,0.09,744169,0.6,384487,0.31,111625,0.09,0,0,0,0,2026-06-01,2026-08-31,1240282,148834,0.12,620141,0.5,471307,0.38,148834,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ewekoro,2025-10-01,2025-12-31,129601,9072,0.07,84240,0.65,36288,0.28,9072,0.07,0,0,0,0,2026-06-01,2026-08-31,129601,12960,0.1,71280,0.55,45360,0.35,12960,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ifo,2025-10-01,2025-12-31,1268341,88784,0.07,824422,0.65,355136,0.28,88784,0.07,0,0,0,0,2026-06-01,2026-08-31,1268341,126834,0.1,697588,0.55,443919,0.35,126834,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ijebu east,2025-10-01,2025-12-31,257166,30860,0.12,144013,0.56,82293,0.32,30860,0.12,0,0,0,0,2026-06-01,2026-08-31,257166,38575,0.15,115725,0.45,102867,0.4,38575,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ijebu north,2025-10-01,2025-12-31,659894,79187,0.12,369541,0.56,211166,0.32,79187,0.12,0,0,0,0,2026-06-01,2026-08-31,659894,98984,0.15,296952,0.45,263958,0.4,98984,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ijebu north east,2025-10-01,2025-12-31,161845,19421,0.12,90633,0.56,51790,0.32,19421,0.12,0,0,0,0,2026-06-01,2026-08-31,161845,24277,0.15,72830,0.45,64738,0.4,24277,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ijebu ode,2025-10-01,2025-12-31,369705,44365,0.12,207035,0.56,118306,0.32,44365,0.12,0,0,0,0,2026-06-01,2026-08-31,369705,55456,0.15,166367,0.45,147882,0.4,55456,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ikenne,2025-10-01,2025-12-31,280210,33625,0.12,156918,0.56,89667,0.32,33625,0.12,0,0,0,0,2026-06-01,2026-08-31,280210,42032,0.15,126095,0.45,112084,0.4,42032,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Imeko-afon,2025-10-01,2025-12-31,195136,17562,0.09,117082,0.6,60492,0.31,17562,0.09,0,0,0,0,2026-06-01,2026-08-31,195136,23416,0.12,97568,0.5,74152,0.38,23416,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ipokia,2025-10-01,2025-12-31,353770,31839,0.09,212262,0.6,109669,0.31,31839,0.09,0,0,0,0,2026-06-01,2026-08-31,353770,42452,0.12,176885,0.5,134433,0.38,42452,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Obafemi-owode,2025-10-01,2025-12-31,552980,38709,0.07,359437,0.65,154834,0.28,38709,0.07,0,0,0,0,2026-06-01,2026-08-31,552980,55298,0.1,304139,0.55,193543,0.35,55298,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Odeda,2025-10-01,2025-12-31,257639,18035,0.07,167465,0.65,72139,0.28,18035,0.07,0,0,0,0,2026-06-01,2026-08-31,257639,25764,0.1,141702,0.55,90174,0.35,25764,0.1,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Odogbolu,2025-10-01,2025-12-31,295595,35471,0.12,165533,0.56,94590,0.32,35471,0.12,0,0,0,0,2026-06-01,2026-08-31,295595,44339,0.15,133018,0.45,118238,0.4,44339,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Ogun waterside,2025-10-01,2025-12-31,174600,20952,0.12,97776,0.56,55872,0.32,20952,0.12,0,0,0,0,2026-06-01,2026-08-31,174600,26190,0.15,78570,0.45,69840,0.4,26190,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Remo north,2025-10-01,2025-12-31,140560,16867,0.12,78714,0.56,44979,0.32,16867,0.12,0,0,0,0,2026-06-01,2026-08-31,140560,21084,0.15,63252,0.45,56224,0.4,21084,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Shagamu,2025-10-01,2025-12-31,601943,72233,0.12,337088,0.56,192622,0.32,72233,0.12,0,0,0,0,2026-06-01,2026-08-31,601943,90291,0.15,270874,0.45,240777,0.4,90291,0.15,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Yewa north,2025-10-01,2025-12-31,432474,38923,0.09,259484,0.6,134067,0.31,38923,0.09,0,0,0,0,2026-06-01,2026-08-31,432474,51897,0.12,216237,0.5,164340,0.38,51897,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Ogun,Yewa south,2025-10-01,2025-12-31,395993,35639,0.09,237596,0.6,122758,0.31,35639,0.09,0,0,0,0,2026-06-01,2026-08-31,395993,47519,0.12,197996,0.5,150477,0.38,47519,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Abi,2025-10-01,2025-12-31,267048,32046,0.12,146877,0.55,88126,0.33,32046,0.12,0,0,0,0,2026-06-01,2026-08-31,267048,37387,0.14,130854,0.49,98808,0.37,37387,0.14,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Akamkpa,2025-10-01,2025-12-31,277018,27702,0.1,160671,0.58,88646,0.32,27702,0.1,0,0,0,0,2026-06-01,2026-08-31,277018,33242,0.12,149590,0.54,94186,0.34,33242,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Akpabuyo,2025-10-01,2025-12-31,503801,50380,0.1,292205,0.58,161216,0.32,50380,0.1,0,0,0,0,2026-06-01,2026-08-31,503801,60456,0.12,272053,0.54,171292,0.34,60456,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Bakassi,2025-10-01,2025-12-31,58549,5855,0.1,33958,0.58,18736,0.32,5855,0.1,0,0,0,0,2026-06-01,2026-08-31,58549,7026,0.12,31616,0.54,19907,0.34,7026,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Bekwara,2025-10-01,2025-12-31,195215,17569,0.09,111273,0.57,66373,0.34,17569,0.09,0,0,0,0,2026-06-01,2026-08-31,195215,21474,0.11,105416,0.54,68325,0.35,21474,0.11,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Biase,2025-10-01,2025-12-31,311080,31108,0.1,180427,0.58,99546,0.32,31108,0.1,0,0,0,0,2026-06-01,2026-08-31,311080,37330,0.12,167983,0.54,105767,0.34,37330,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Boki,2025-10-01,2025-12-31,345309,41437,0.12,189920,0.55,113952,0.33,41437,0.12,0,0,0,0,2026-06-01,2026-08-31,345309,48343,0.14,169202,0.49,127765,0.37,48343,0.14,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Calabar-municipal,2025-10-01,2025-12-31,339889,33989,0.1,197135,0.58,108764,0.32,33989,0.1,0,0,0,0,2026-06-01,2026-08-31,339889,40787,0.12,183540,0.54,115562,0.34,40787,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Calabar south,2025-10-01,2025-12-31,354384,35438,0.1,205543,0.58,113403,0.32,35438,0.1,0,0,0,0,2026-06-01,2026-08-31,354384,42526,0.12,191367,0.54,120491,0.34,42526,0.12,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Cross River Refugees,2025-10-01,2025-12-31,48087,0,0,0,0,0,0,0,0,0,0,0,0,2026-06-01,2026-08-31,51853,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Etung,2025-10-01,2025-12-31,148102,17772,0.12,81456,0.55,48873,0.33,17772,0.12,0,0,0,0,2026-06-01,2026-08-31,148102,20734,0.14,72570,0.49,54798,0.37,20734,0.14,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Ikom,2025-10-01,2025-12-31,302899,36348,0.12,166594,0.55,99957,0.33,36348,0.12,0,0,0,0,2026-06-01,2026-08-31,302899,42406,0.14,148420,0.49,112073,0.37,42406,0.14,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Obanliku,2025-10-01,2025-12-31,202868,18258,0.09,115635,0.57,68975,0.34,18258,0.09,0,0,0,0,2026-06-01,2026-08-31,202868,22315,0.11,109549,0.54,71004,0.35,22315,0.11,0,0,0,0,,,,,,,,,,,,,,,
Sep 2025,NGA,242431832,Cross River,Obubra,2025-10-01,2025-12-31,319279,38313,0.12,175603,0.55,105362,0.33,38313,0.12,0,0,0,0,2026-06-01,2026-08-31,319279,44699,0.14,156447,0.49,118133,0.37,44699,0.14,0,0,0,0,,,,,,,,,,,,,,,
